"Número Licitação";"Número Processo";"Objeto";"Modalidade Compra";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Município";"Data Resultado Compra";"Data Abertura";"Valor Licitação"
"000022019";"022019";"Objeto: Custeio de Taxa de Licenciamento das viaturas administrativas, com os seguintes RENAVAN: Toyota Bandeirante - 007033567-0, Uno Mille Fire-0088222850-1, Gol City 1.6 0055378177-4, S/10 Colina - 0033164506-8, Montana - 0081663401-7, Ducato - 0050395607-4, Nissan Frontier - 0110613852-7 PARA O ANO DE 2019.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160232";"13 BATALHAO DE INFANTARIA BLINDADO";"PONTA GROSSA";"29/01/2019";"";"605,5000"
"000022019";"03001004484201881";"Objeto: Prestação de serviços relativos à emissão e administração de cartão com função de crédito denominado CARTÃO BB PESQUISA, para utilização pelos pesquisadores vinculados ao CONTRATANTE, em saques e como meio de pagamento nas suas aquisições de bens e serviços";"Inexigibilidade de Licitação";"Encerrado";"25000";"Ministério da Economia";"61201";"Instituto de Pesquisa Econômica Aplicada";"113601";"INSTITUTO DE PESQUISA ECONOMICA APLICADA";"BRASILIA";"17/01/2019";"";"0,0100"
"000022019";"03011000054201618";"Objeto: Prestação de Serviço Público de Energia Elétrica para Unidades Consumidoras atendidas em Baixa Tensão (contrato de Adesão), homologado pela Agência Nacional de Energia Elétrica (ANEEL) e condições Gerais de Fornecimento de Energia Elétrica, consolidadas na Resolução Normativa ANEEL nº 414, de 9 de setembro de 2010.";"Dispensa de Licitação";"Publicado";"25000";"Ministério da Economia";"61201";"Instituto de Pesquisa Econômica Aplicada";"113602";"INSTITUTO DE PESQUISA ECONOMICA APLICADA";"RIO DE JANEIRO";"04/01/2019";"";"528932,4200"
"000022019";"04/2019";"Objeto: Aquisição de fusível limitador";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135026";"EMBRAPA/CNPDIA";"SAO CARLOS";"21/01/2019";"";"360,0000"
"000022019";"04600000149201907";"Objeto: Contratação de docente para correção de TCC de três alunos do Curso de Especialização em Gestão de Políticas de CTI, no período de 29/01 a 15/03/2019, as atividades serão realizadas a distância.";"Inexigibilidade de Licitação";"Encerrado";"25000";"Ministério da Economia";"20202";"Fundação Escola Nacional de Administração Púb";"114702";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"BRASILIA";"29/01/2019";"";"2700,0000"
"000022019";"04600000210201916";"Objeto: Contratação de serviço de seguro de edificações contra sinistros de incêndios, quedas de raios e explosões de qualquer natureza e vendaval, responsabilidade civil operações, veículos de terceiros em estacionamento, alagamento/inundação, impacto de veículos terrestres e aéreos, quebra de vidros, tumultos, vendável, furacão, ciclone, tornado, granizo, impacto de veículos terrestres, aéreos e fumaça, bem como contra danos elétricos em equipamentos próprios da Enap.";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"20202";"Fundação Escola Nacional de Administração Púb";"114702";"FUNDACAO ESCOLA NACIONAL DE ADM. PUBLICA";"BRASILIA";"30/01/2019";"";"13998,7200"
"000022019";"05/19";"Objeto: Pagamento de concessionária de telefonia móvel.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160356";"12º BATALHAO DE ENG. DE COMBATE BLINDADO";"ALEGRETE";"31/01/2019";"";"2650,1800"
"000022019";"056573/2016-55";"Objeto: Aquisição de Material de Consumo - Medicamentos.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26245";"Universidade Federal do Rio de Janeiro";"153155";"MATERNIDADE ESCOLA DA UFRJ";"RIO DE JANEIRO";"15/01/2019";"";"5400,0000"
"000022019";"06/2019";"Objeto: Contratação de serviço de telefonia móvel.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160252";"1º BATALHAO DE ENGENHARIA DE COMBATE";"RIO DE JANEIRO";"30/01/2019";"";"1808,5100"
"000022019";"08060000406/2016";"Objeto: Contratação direta, nos termos do art. 25, CAPUT, para renovação da licença anual do software Luratech PDF Compressor versão Server";"Inexigibilidade de Licitação";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30000";"Ministério da Justiça e Segurança Pública - U";"200247";"ARQUIVO NACIONAL - RJ";"RIO DE JANEIRO";"30/01/2019";"";"13400,0000"
"000022019";"08087.000016/2019";"Objeto: Cobrir despesas  com o serviço de fornecimento de energia elétrica para as unidades da FUNAI no Estado do Ceará: Coordenação Regional Nordeste II (Fortaleza) e Coordenação Técnica Local de Crateús, pelo período de dois meses.";"Dispensa de Licitação";"Encerrado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194041";"COORDENAÇÃO REGIONAL NORDESTE 2/CE";"FORTALEZA";"11/01/2019";"";"3897,1600"
"000022019";"08091717927201919";"Objeto: Aquisições de passagens aéreas para viagem do Cmt 3ª Bda C Mec para Brasília.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160364";"COMANDO 3 BRIGADA DE CAVALARIA MECANIZADA";"BAGE";"25/01/2019";"";"2578,5600"
"000022019";"08100000007201923";"Objeto: Prestação de serviço relacionado à prestação de serviço de telefonia que será realizada nas sedes da Coordenação Regional de Ribeirão Cascalheira - MT e da Técnica Local de Água Boa - MT, cujo serviço abrangerá, inclusive, o tráfego de dados através de conexão à internet na sede da Coordenação Regional de Ribeirão Cascalheira - MT.";"Dispensa de Licitação";"Encerrado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194042";"COORD. REG. RIBEIRÃO CASCALHEIRA/MT";"RIBEIRAO CASCALHEIRA";"28/01/2019";"";"16794,3600"
"000022019";"08118004605201800";"Objeto: Aquisição de 20 (vinte) caixas de som para uso em computadores, visando atender as necessidades do Setor de Tecnologia da Informação da Penitenciária Federal em Campo Grande/MS, doravante denominada PFCG.";"Dispensa de Licitação";"Encerrado";"30000";"Ministério da Justiça e Segurança Pública";"30907";"Fundo Penitenciário Nacional";"200600";"PENITENCIARIA FEDERAL DE CAMPO GRANDE - MS";"CAMPO GRANDE";"11/01/2019";"";"485,6000"
"000022019";"08122.000319/2012";"Objeto: Fornecimento de serviços de energia elétrica para a Crlise e Ctl Registro, conforme despacho SEI 1066536.";"Dispensa de Licitação";"Publicado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194046";"COORDENAÇÃO REG. LITORAL SUDESTE/SP";"ITANHAEM";"28/01/2019";"";"27000,0000"
"000022019";"08128000020201974";"Objeto: O serviço de energia elétrica é prestados em todo no Estado do Rio Grande do Sul, e especificamente na cidade de Cruz Alta pela concessionária RGE - Rio Grande de Energia S.A, conforme Contrato de Concessão nº 013/1997 da  ANEEL, (disponível no site http://www2.aneel.gov.br/aplicacoes/contrato/contrato.cfm?idramo=3), que concede  a exploração do serviço público de distribuição de energia elétrica no Estado do Rio Grande do Sul até 06/11/2027.";"Dispensa de Licitação";"Encerrado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194047";"FUNAI-COORDENAçãO REGIONAL DO LITORAL SUL/SC";"SAO JOSE";"24/01/2019";"";"1258,1500"
"000022019";"08201001190201865";"Informação protegida por sigilo nos termos da legislação vigente";"Inexigibilidade de Licitação";"Encerrado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200406";"DIRETORIA TECNICO-CIENTIFICA-DITEC/DPF";"BRASILIA";"22/01/2019";"";"1824,0000"
"000022019";"08204002617201812";"Informação protegida por sigilo nos termos da legislação vigente";"Inexigibilidade de Licitação";"Encerrado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200340";"ACADEMIA NACIONAL DE POLICIA";"BRASILIA";"16/01/2019";"";"16643,4000"
"000022019";"08211.000999/2018";"Informação protegida por sigilo nos termos da legislação vigente";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200334";"COORDENACAO DE ADMINISTRACAO-COAD/DLOG/DPF";"BRASILIA";"30/01/2019";"24/01/2019";"0,0000"
"000022019";"08217005032201996";"Objeto: Serviços de seguro DPVAT Exercício 2019";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160261";"1 INSPETORIA DE CONTABILIDADE E FINANCAS";"RIO DE JANEIRO";"28/01/2019";"";"98,5800"
"000022019";"08221001112201822";"Informação protegida por sigilo nos termos da legislação vigente";"Dispensa de Licitação";"Encerrado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200380";"SUPERINTENDÊNCIA REGIONAL NO ESTADO DO AC";"RIO BRANCO";"17/01/2019";"";"3660,0000"
"000022019";"08230010293201879";"Informação protegida por sigilo nos termos da legislação vigente";"Dispensa de Licitação";"Encerrado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200358";"SUPERINTENDENCIA REGIONAL NO ESTADO DE AL";"MACEIO";"14/01/2019";"";"13449,4700"
"000022019";"08285000559201911";"Informação protegida por sigilo nos termos da legislação vigente";"Inexigibilidade de Licitação";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200352";"SUPERINTENDENCIA REGIONAL NO ESTADO DO ES";"VILA VELHA";"29/01/2019";"";"5300,0000"
"000022019";"08335013051201869";"Informação protegida por sigilo nos termos da legislação vigente";"Inexigibilidade de Licitação";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200354";"SUPERINTENDENCIA REGIONAL NO ESTADO DO MS";"CAMPO GRANDE";"29/01/2019";"";"150000,0000"
"000022019";"08361004111201835";"Informação protegida por sigilo nos termos da legislação vigente";"Dispensa de Licitação";"Encerrado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200402";"SUPERINTENDENCIA REGIONAL NO ESTADO DO AP";"MACAPA";"29/01/2019";"";"16898,0000"
"000022019";"08485001429201787";"Informação protegida por sigilo nos termos da legislação vigente";"Dispensa de Licitação";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200384";"SUPERINTENDENCIA REGIONAL NO ESTADO DE RR";"BOA VISTA";"21/01/2019";"";"108000,0000"
"000022019";"08485001429201787";"Informação protegida por sigilo nos termos da legislação vigente";"Inexigibilidade de Licitação";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200384";"SUPERINTENDENCIA REGIONAL NO ESTADO DE RR";"BOA VISTA";"15/01/2019";"";"108000,0000"
"000022019";"08490000024201914";"Informação protegida por sigilo nos termos da legislação vigente";"Dispensa de Licitação";"Encerrado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200370";"SUPERINTENDENCIA REGIONAL NO ESTADO DE SC";"FLORIANOPOLIS";"28/01/2019";"";"7500,0000"
"000022019";"08650003714201864";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada em prestação de serviço continuado de limpeza, asseio e conservação predial, com fornecimento de materiais e equipamentos, incluindo-se a limpeza e higienização de reservatórios de água, com execução mediante o regime de empreitada por preço global, para atender as necessidades da Sede Nacional da Polícia Rodoviária Federal, em Brasília-DF.";"Pregão";"Evento de Resultado de Julgame";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200109";"DEPTO.DE POLICIA RODOVIARIA FEDERAL";"BRASILIA";"17/01/2019";"15/01/2019";"1989431,0800"
"000022019";"08650019262201832";"Objeto: Contratação de Serviço de gravação a laser em caixa alta do Texto: 'DOADA A PRF 2018' em 359 unidades de armas longas.";"Dispensa de Licitação";"Encerrado";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200109";"DEPTO.DE POLICIA RODOVIARIA FEDERAL";"BRASILIA";"15/01/2019";"";"3518,2000"
"000022019";"08653030278201876";"Objeto: Água mineral sem gás, acondicionada em embalagem plástica (garrafão) de 20 (vinte) litros, para a 3ª Delegacia/Russas da SRPRF-CE.";"Dispensa de Licitação";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200112";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-CE";"FORTALEZA";"16/01/2019";"";"3250,0000"
"000022019";"08743000027201939";"Objeto: Contratação dos serviços de telefonia fixa, móvel e internet, para as necessidades das Coordenações Técnicas Locais, subordinadas a esta Coordenação Regional, durante o exercício de 2019.";"Dispensa de Licitação";"Encerrado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194033";"COORDENAÇÃO REGIONAL ARAGUAIA TOCANTINS/TO";"PALMAS";"31/01/2019";"";"5800,0000"
"000022019";"08749.069/2019-10";"Objeto: Locação de imóvel em caráter emergencial para abrigar a sede Administrativa da Coordenação Regional de Roraima, com fulcro no Art. 24, inciso IV, da Lei 8.666/93, Dispensa Emergencial, por 180 dias.";"Dispensa de Licitação";"Evento de Anulação Publicado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194009";"COORDENAÇÃO REGIONAL RORAIMA/RR";"BOA VISTA";"28/01/2019";"";"111600,0000"
"000022019";"08753000010201915";"Objeto: Prestação de serviços de Internet via Fibra Óptica para atender a Coordenação Regional Interior Sul";"Dispensa de Licitação";"Encerrado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194061";"COORDENAÇÃO REGIONAL INTERIOR SUL/SC";"CHAPECO";"14/01/2019";"";"190,0000"
"000022019";"08760000002201501";"Objeto: Serviço de telefonia fixa para atender a CR/GJM no exercício de 2019.";"Dispensa de Licitação";"Encerrado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194004";"COORDENAÇÃO REG. DE GUAJARA MIRIM/RO";"GUAJARA-MIRIM";"29/01/2019";"";"1500,0000"
"000022019";"08763.000014/2019";"Objeto: Refere-se a contratação de empresa especializada no fornecimento de internet, para execução satisfatória das atividades administrativas tanto da Coordenação Regional do Maranhão/FUNAI , quanto da Coordenação Técnica Local de Montes Altos.Por um período de 12 meses.";"Dispensa de Licitação";"Publicado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194074";"COORDENAÇÃO REGIONAL MARANHAO/MA";"IMPERATRIZ";"28/01/2019";"";"9300,0000"
"000022019";"08764000001201861";"Objeto: Pregão Eletrônico -  SRP para contratação de serviço de telefonia fixa para a Coordenação Regional do Tapajós e CTLs jurisdicionadas.";"Pregão - Registro de Preço";"Publicado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194012";"COORDENAÇÃO REGIONAL TAPAJÓS/PA";"ITAITUBA";"23/01/2019";"23/01/2019";"0,0000"
"000022019";"08774000/2019";"Objeto: Destinado a custear consumo de agua canalizada para Sede e CTL,s.";"Inexigibilidade de Licitação";"Encerrado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194018";"COORDENAÇÃO REG.BAIXO SÃO FRANCISCO/BA";"PAULO AFONSO";"08/01/2019";"";"500,0000"
"000022019";"08780000019201946";"Objeto: Contratação dos serviços de fornecimento de água e esgoto na sede da CTL da FUNAI em Barcelos - AM.";"Inexigibilidade de Licitação";"Encerrado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194008";"COORDENAÇÃO REGIONAL DO RIO NEGRO/AM";"SAO GABRIEL DA CACHOEIRA";"16/01/2019";"";"2400,0000"
"000022019";"08786000017/2019";"Objeto: Contratação dos serviços de fornecimento de água e tratamento de esgoto do imóvel localizado na Rua das Palmeiras, 55   RJ.";"Inexigibilidade de Licitação";"Publicado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194022";"MUSEU DO INDIO - RIO DE JANEIRO";"RIO DE JANEIRO";"30/01/2019";"";"60000,0000"
